"GOBPID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"
"1"	"GO:0006829"	0.000261268926964178	43.5	0.43979057591623	4	5	"zinc II ion transport"
"2"	"GO:0072511"	0.000261268926964178	43.5	0.43979057591623	4	5	"divalent inorganic cation transport"
"3"	"GO:0055085"	0.000304804684985376	3.65824468085106	5.22283205268935	14	61	"transmembrane transport"
"4"	"GO:0042592"	0.00116616710184856	7.02253521126761	1.34204793028322	6	16	"homeostatic process"
"5"	"GO:0045454"	0.00141714936914892	9.12447257383966	0.967539267015707	5	11	"cell redox homeostasis"
"6"	"GO:0006950"	0.00468159713506852	6.0703125	1.20911214953271	5	15	"response to stress"
"7"	"GO:0030001"	0.00549216767436117	4.70879120879121	1.75916230366492	6	20	"metal ion transport"
"8"	"GO:0015893"	0.0075333444020145	Inf	0.174553101997897	2	2	"drug transport"
"9"	"GO:0006452"	0.00765254041950673	Inf	0.175916230366492	2	2	"translational frameshifting"
"10"	"GO:0045901"	0.00765254041950673	Inf	0.175916230366492	2	2	"positive regulation of translational elongation"
"11"	"GO:0045905"	0.00765254041950673	Inf	0.175916230366492	2	2	"positive regulation of translational termination"
"12"	"GO:0051091"	0.00765254041950673	Inf	0.175916230366492	2	2	"positive regulation of sequence-specific DNA binding transcription factor activity"
"13"	"GO:0010499"	0.00776420579767236	7.20833333333333	0.879581151832461	4	10	"proteasomal ubiquitin-independent protein catabolic process"
"14"	"GO:0034599"	0.00816575100083435	3.67965367965368	2.46282722513089	7	28	"cellular response to oxidative stress"
"15"	"GO:0051234"	0.0101979086548014	2.15739210284665	9.68909512761021	17	116	"establishment of localization"
"16"	"GO:0006749"	0.0108137752237539	10.716049382716	0.527748691099476	3	6	"glutathione metabolic process"
"17"	"GO:0043632"	0.0111400731166619	2.86628571428571	3.87015706806283	9	44	"modification-dependent macromolecule catabolic process"
"18"	"GO:0006820"	0.0133341883690273	4.44444444444444	1.52211434735707	5	17	"anion transport"
"19"	"GO:0055082"	0.0142988220251343	3.64529914529915	2.11099476439791	6	24	"cellular chemical homeostasis"
"20"	"GO:0030003"	0.0204584431817081	21.9230769230769	0.256410256410256	2	3	"cellular cation homeostasis"
"21"	"GO:0006333"	0.0216407097907352	21.219512195122	0.263874345549738	2	3	"chromatin assembly or disassembly"
"22"	"GO:0045041"	0.0216407097907352	21.219512195122	0.263874345549738	2	3	"protein import into mitochondrial intermembrane space"
"23"	"GO:0043624"	0.0265860612516084	6.41481481481481	0.703664921465969	3	8	"cellular protein complex disassembly"
"24"	"GO:0034220"	0.0273670283081586	6.34177215189873	0.711496746203905	3	8	"ion transmembrane transport"
"25"	"GO:0032502"	0.0281507575023453	4.31052631578947	1.23212321232123	4	14	"developmental process"
"26"	"GO:0098662"	0.0363675294951897	5.40506329113924	0.78343949044586	3	9	"inorganic cation transmembrane transport"
"27"	"GO:0042144"	0.037383802464115	5.33950617283951	0.791623036649215	3	9	"vacuole fusion, non-autophagic"
"28"	"GO:0042176"	0.037383802464115	5.33950617283951	0.791623036649215	3	9	"regulation of protein catabolic process"
"29"	"GO:0042221"	0.03765279078518	2.53870967741935	3.26927374301676	7	38	"response to chemical"
"30"	"GO:0042493"	0.0378121221441559	11.0897435897436	0.337909186906019	2	4	"response to drug"
"31"	"GO:0043244"	0.0399813070593279	10.7283950617284	0.348008385744235	2	4	"regulation of protein complex disassembly"
"32"	"GO:0000077"	0.0408156688552868	10.5975609756098	0.351832460732984	2	4	"DNA damage checkpoint"
"33"	"GO:0007568"	0.0446895320455053	3.57916666666667	1.40732984293194	4	16	"aging"
"34"	"GO:0051603"	0.049564526933499	2.35878787878788	3.45626975763962	7	40	"proteolysis involved in cellular protein catabolic process"
"35"	"GO:0071822"	0.0500464218922767	2.35313131313131	3.46356916578669	7	40	"protein complex subunit organization"
"36"	"GO:0032984"	0.0500779153211619	4.57142857142857	0.879581151832461	3	10	"macromolecular complex disassembly"
"37"	"GO:0070271"	0.0543639863837574	2.5	2.81465968586387	6	32	"protein complex biogenesis"
"38"	"GO:0010038"	0.0633907926601195	7.11111111111111	0.436842105263158	2	5	"response to metal ion"
"39"	"GO:0061025"	0.0645854728720725	3.99537037037037	0.967539267015707	3	11	"membrane fusion"
"40"	"GO:0043161"	0.0685810608684912	2.58241758241758	2.27157894736842	5	26	"proteasome-mediated ubiquitin-dependent protein catabolic process"
"41"	"GO:0006511"	0.073050765063023	3.72	1.01298701298701	3	12	"ubiquitin-dependent protein catabolic process"
